Barbil,Food,Tier 3,22468
Bargarh,Entertainment,Tier 3,187593
Bargarh,Grocery,Tier 3,181248
Bargarh,Bills,Tier 3,76694
Baripada Town,Food,Tier 3,432135
Baripada Town,Bills,Tier 3,286198
Baripada Town,Grocery,Tier 3,249463
Baripada Town,Entertainment,Tier 3,157977
Barnala,Entertainment,Tier 3,404734
Barnala,Fuel,Tier 3,188207
Barnala,Bills,Tier 3,90718
Barnala,Food,Tier 3,59993
Barpeta,Bills,Tier 3,335067
Barpeta,Fuel,Tier 3,270745
Barpeta,Food,Tier 3,224158
Barpeta,Entertainment,Tier 3,116894
Batala,Bills,Tier 3,442333
Batala,Food,Tier 3,414302
Batala,Grocery,Tier 3,287488
Batala,Fuel,Tier 3,75547
Bathinda,Bills,Tier 3,1014757
Bathinda,Fuel,Tier 3,629949
Bathinda,Grocery,Tier 3,608141
Bathinda,Entertainment,Tier 3,514762
Begusarai,Entertainment,Tier 3,370330
Begusarai,Fuel,Tier 3,139827
Begusarai,Grocery,Tier 3,12214
Belagavi,Food,Tier 3,447017
Belagavi,Bills,Tier 3,416342
Belagavi,Grocery,Tier 3,292010
Belagavi,Fuel,Tier 3,119453
Belagavi,Entertainment,Tier 3,42684
Bellampalle,Fuel,Tier 3,299171
Bellampalle,Entertainment,Tier 3,297800
Bellampalle,Food,Tier 3,214490
Bellampalle,Grocery,Tier 3,181960
Bengaluru,Bills,Tier 1,141499422
Bengaluru,Food,Tier 1,123803420
Bengaluru,Fuel,Tier 1,118066371
Bengaluru,Entertainment,Tier 1,96061083
Bengaluru,Grocery,Tier 1,92896443
Bettiah,Fuel,Tier 3,286111
Bettiah,Grocery,Tier 3,66945
Bhabua,Fuel,Tier 3,851974
Bhabua,Bills,Tier 3,261762
Bhabua,Food,Tier 3,134064
Bhabua,Grocery,Tier 3,1123
Bhadrachalam,Grocery,Tier 3,505983
Bhadrachalam,Entertainment,Tier 3,264639
Bhadrachalam,Food,Tier 3,233955
Bhadrachalam,Fuel,Tier 3,124430
Bhadrachalam,Bills,Tier 3,4544
Bhadrak,Bills,Tier 3,820842
Bhadrak,Entertainment,Tier 3,411143
Bhadrak,Grocery,Tier 3,355085
Bhadrak,Fuel,Tier 3,248095
Bhagalpur,Fuel,Tier 3,244504
Bhagalpur,Bills,Tier 3,216540
Bhagalpur,Food,Tier 3,144366
Bhagalpur,Entertainment,Tier 3,26331
Bhainsa,Food,Tier 3,576124
Bhainsa,Grocery,Tier 3,264023
Bhainsa,Bills,Tier 3,138576
Bharatpur,Food,Tier 3,462318
Bharatpur,Fuel,Tier 3,439033
Bharatpur,Grocery,Tier 3,305079
Bharatpur,Entertainment,Tier 3,219062
Bharuch,Bills,Tier 3,421629
Bharuch,Entertainment,Tier 3,403608
Bharuch,Grocery,Tier 3,315663
Bharuch,Food,Tier 3,268203
Bhatapara,Food,Tier 3,262123
Bhatapara,Bills,Tier 3,210437
Bhavnagar,Entertainment,Tier 3,572901
Bhavnagar,Food,Tier 3,157114
Bhawanipatna,Bills,Tier 3,107284
Bhawanipatna,Fuel,Tier 3,67062
Bheemunipatnam,Bills,Tier 3,341105
Bheemunipatnam,Grocery,Tier 3,297116
Bheemunipatnam,Food,Tier 3,294678
Bheemunipatnam,Entertainment,Tier 3,237873
Bhilai Nagar,Fuel,Tier 3,524721
Bhilai Nagar,Bills,Tier 3,257840
Bhilai Nagar,Grocery,Tier 3,163034
Bhilai Nagar,Entertainment,Tier 3,40990
Bhilai Nagar,Food,Tier 3,19640
Bhilwara,Fuel,Tier 3,377534
Bhilwara,Food,Tier 3,319706
Bhilwara,Grocery,Tier 3,226672
Bhimavaram,Bills,Tier 3,232488
Bhimavaram,Entertainment,Tier 3,191135
Bhimavaram,Grocery,Tier 3,9658
Bhiwandi,Grocery,Tier 3,215061
Bhiwandi,Food,Tier 3,198328
Bhiwandi,Fuel,Tier 3,142311
Bhiwandi,Bills,Tier 3,2186
Bhiwani,Fuel,Tier 3,132978
Bhiwani,Entertainment,Tier 3,105180
Bhiwani,Grocery,Tier 3,36463
Bhongir,Food,Tier 3,502567
Bhongir,Grocery,Tier 3,445800
Bhongir,Bills,Tier 3,341255
Bhongir,Fuel,Tier 3,90607
Bhongir,Entertainment,Tier 3,45240
Bhopal,Food,Tier 2,382458
Bhopal,Entertainment,Tier 2,118433
Bhubaneswar,Fuel,Tier 3,317786
Bhubaneswar,Food,Tier 3,246728
Bhubaneswar,Bills,Tier 3,134766
Bhuj,Food,Tier 3,433240
Bhuj,Grocery,Tier 3,322897
Bhuj,Bills,Tier 3,265297
Bhuj,Fuel,Tier 3,159589
Bhuj,Entertainment,Tier 3,79607
Bikaner,Entertainment,Tier 3,915159
Bikaner,Grocery,Tier 3,319063
Bikaner,Food,Tier 3,190845
Bilaspur,Fuel,Tier 3,374146
Bilaspur,Grocery,Tier 3,69069
Bobbili,Food,Tier 3,259780
Bobbili,Fuel,Tier 3,121304
Bobbili,Grocery,Tier 3,111078
Bodhan,Food,Tier 3,509989
Bodhan,Entertainment,Tier 3,234323
Bodhan,Bills,Tier 3,224958
Bokaro Steel City,Grocery,Tier 3,323107
Bokaro Steel City,Food,Tier 3,254036
Bokaro Steel City,Entertainment,Tier 3,235325
Bokaro Steel City,Bills,Tier 3,47305
Bongaigaon City,Food,Tier 3,499347
Bongaigaon City,Fuel,Tier 3,452719
Bongaigaon City,Entertainment,Tier 3,30074
Brahmapur,Grocery,Tier 3,207295
Brahmapur,Fuel,Tier 3,132823
Brahmapur,Bills,Tier 3,107106
Brahmapur,Food,Tier 3,91909
Buxar,Fuel,Tier 3,608173
Buxar,Bills,Tier 3,286378
Buxar,Grocery,Tier 3,262587
Byasanagar,Food,Tier 3,333274
Byasanagar,Bills,Tier 3,281085
Byasanagar,Entertainment,Tier 3,168838
Byasanagar,Fuel,Tier 3,147284
Byasanagar,Grocery,Tier 3,66817
Chaibasa,Bills,Tier 3,373156
Chaibasa,Entertainment,Tier 3,155263
Chaibasa,Grocery,Tier 3,68823
Chaibasa,Food,Tier 3,66582
Chalakudy,Entertainment,Tier 3,567873
Chandausi,Food,Tier 3,217725
Chandausi,Fuel,Tier 3,180756
Chandausi,Entertainment,Tier 3,33642
Chandigarh,Food,Tier 3,432233
Changanassery,Bills,Tier 3,30074
Charkhi Dadri,Grocery,Tier 3,413159
Charkhi Dadri,Fuel,Tier 3,401645
Charkhi Dadri,Bills,Tier 3,251612
Charkhi Dadri,Food,Tier 3,244330
Charkhi Dadri,Entertainment,Tier 3,148633
Chatra,Grocery,Tier 3,468134
Chatra,Bills,Tier 3,347260
Chatra,Food,Tier 3,218946
Chennai,Grocery,Tier 1,21770174
Chennai,Food,Tier 1,20859790
Chennai,Entertainment,Tier 1,20316575
Chennai,Bills,Tier 1,20119771
Chennai,Travel,Tier 1,16244039
Chennai,Fuel,Tier 1,15420251
Cherthala,Fuel,Tier 3,233704
Cherthala,Grocery,Tier 3,203426
Cherthala,Food,Tier 3,169669
Chikkamagaluru,Entertainment,Tier 3,273502
Chikkamagaluru,Food,Tier 3,88602
Chikkamagaluru,Grocery,Tier 3,37097
Chikkamagaluru,Bills,Tier 3,27923
Chilakaluripet,Bills,Tier 3,523128
Chilakaluripet,Fuel,Tier 3,444802
Chilakaluripet,Grocery,Tier 3,413016
Chilakaluripet,Entertainment,Tier 3,164363
Chirala,Grocery,Tier 3,521910
Chirala,Fuel,Tier 3,169300
Chirala,Entertainment,Tier 3,144432
Chirkunda,Grocery,Tier 3,272940
Chirkunda,Entertainment,Tier 3,162649
Chirkunda,Fuel,Tier 3,57026
Chirmiri,Food,Tier 3,373318
Chirmiri,Grocery,Tier 3,306795
Chirmiri,Fuel,Tier 3,300212
Chirmiri,Entertainment,Tier 3,159835
Chittoor,Bills,Tier 3,424762
Chittoor,Fuel,Tier 3,298583
Chittoor,Entertainment,Tier 3,167195
Chittoor,Grocery,Tier 3,72006
Chittoor,Food,Tier 3,14027
Chittur-Thathamangalam,Grocery,Tier 3,314403
Chittur-Thathamangalam,Fuel,Tier 3,251002
Chittur-Thathamangalam,Food,Tier 3,213274
Chittur-Thathamangalam,Entertainment,Tier 3,23181
Cuttack,Entertainment,Tier 3,352738
Cuttack,Food,Tier 3,287896
Cuttack,Bills,Tier 3,271983
Dalli-Rajhara,Grocery,Tier 3,673475
Dalli-Rajhara,Bills,Tier 3,563366
Dalli-Rajhara,Entertainment,Tier 3,401235
Dalli-Rajhara,Food,Tier 3,179072
Dalli-Rajhara,Fuel,Tier 3,41893
Darbhanga,Grocery,Tier 3,506943
Darbhanga,Fuel,Tier 3,421531
Darbhanga,Food,Tier 3,313162
Darbhanga,Bills,Tier 3,311214
Darbhanga,Entertainment,Tier 3,173640
Darjiling,Entertainment,Tier 3,436913
Darjiling,Food,Tier 3,422558
Davanagere,Bills,Tier 3,1028651
Davanagere,Food,Tier 3,287332
Davanagere,Entertainment,Tier 3,202561
Davanagere,Grocery,Tier 3,193398
Deesa,Fuel,Tier 3,268769
Deesa,Entertainment,Tier 3,209664
Deesa,Grocery,Tier 3,46124
Dehradun,Grocery,Tier 3,449051
Dehradun,Entertainment,Tier 3,271408
Dehradun,Fuel,Tier 3,230540
Dehradun,Bills,Tier 3,42004
Dehradun,Food,Tier 3,16349
Dehri-on-Sone,Entertainment,Tier 3,535496
Dehri-on-Sone,Bills,Tier 3,343791
Dehri-on-Sone,Fuel,Tier 3,217356
Dehri-on-Sone,Food,Tier 3,213138
Dehri-on-Sone,Grocery,Tier 3,79321
Delhi,Bills,Tier 1,140250013
Delhi,Food,Tier 1,120130834
Delhi,Fuel,Tier 1,115348944
Delhi,Grocery,Tier 1,92916431
Delhi,Entertainment,Tier 1,88282990
Deoghar,Grocery,Tier 3,331692
Deoghar,Fuel,Tier 3,263775
Deoghar,Food,Tier 3,250666
Deoghar,Entertainment,Tier 3,98270
Deoghar,Bills,Tier 3,15394
Dhamtari,Food,Tier 3,281971
Dhamtari,Bills,Tier 3,141854
Dhamtari,Grocery,Tier 3,1416
Dhanbad,Grocery,Tier 3,245987
Dhanbad,Food,Tier 3,227243
Dhanbad,Fuel,Tier 3,209161
Dhanbad,Bills,Tier 3,193173
Dharmanagar,Entertainment,Tier 3,295395
Dharmanagar,Bills,Tier 3,285697
Dharmanagar,Food,Tier 3,227425
Dharmanagar,Fuel,Tier 3,152948
Dharmanagar,Grocery,Tier 3,44336
Dharmavaram,Fuel,Tier 3,335568
Dharmavaram,Bills,Tier 3,125319
Dharmavaram,Grocery,Tier 3,38801
Dhenkanal,Grocery,Tier 3,300810
Dhenkanal,Bills,Tier 3,137315
Dhoraji,Food,Tier 3,247962
Dhoraji,Fuel,Tier 3,5159
Dhubri,Entertainment,Tier 3,479249
Dhubri,Food,Tier 3,314324
Dhubri,Fuel,Tier 3,308181
Dhule,Food,Tier 3,370189
Dhule,Entertainment,Tier 3,270241
Dhule,Grocery,Tier 3,231509
Dhule,Fuel,Tier 3,90721
Dhuri,Bills,Tier 3,464025
Dhuri,Food,Tier 3,200373
Dhuri,Fuel,Tier 3,120530
Dhuri,Entertainment,Tier 3,113223
Dibrugarh,Bills,Tier 3,473374
Dibrugarh,Grocery,Tier 3,366084
Dibrugarh,Food,Tier 3,289955
Dimapur,Bills,Tier 3,297412
Dimapur,Fuel,Tier 3,285559
Dimapur,Entertainment,Tier 3,264269
Dimapur,Food,Tier 3,242670
Dimapur,Grocery,Tier 3,182010
Diphu,Bills,Tier 3,599399
Diphu,Grocery,Tier 3,548893
Diphu,Entertainment,Tier 3,428590
Diphu,Food,Tier 3,227827
Diphu,Fuel,Tier 3,192177
Dumka,Bills,Tier 3,335157
Dumka,Entertainment,Tier 3,285492
Dumka,Food,Tier 3,214565
Dumka,Fuel,Tier 3,49824
Dumraon,Entertainment,Tier 3,483433
Dumraon,Fuel,Tier 3,479920
Dumraon,Grocery,Tier 3,153498
Durg,Grocery,Tier 3,99973
Durg,Bills,Tier 3,91721
Durg,Entertainment,Tier 3,48888
Durg,Food,Tier 3,19123
Eluru,Bills,Tier 3,345577
Eluru,Fuel,Tier 3,139009
Eluru,Grocery,Tier 3,81819
English Bazar,Entertainment,Tier 3,303505
English Bazar,Grocery,Tier 3,218823
Erode,Food,Tier 3,906119
Erode,Entertainment,Tier 3,253944
Erode,Grocery,Tier 3,185589
Erode,Bills,Tier 3,1468
Etawah,Food,Tier 3,249463
Etawah,Grocery,Tier 3,241284
Etawah,Bills,Tier 3,156591
Etawah,Entertainment,Tier 3,149131
Etawah,Fuel,Tier 3,93385
Faridabad,Bills,Tier 3,296249
Faridabad,Fuel,Tier 3,281161
Faridabad,Grocery,Tier 3,230037
Faridkot,Entertainment,Tier 3,340547
Faridkot,Grocery,Tier 3,275919
Faridkot,Fuel,Tier 3,119801
Farooqnagar,Entertainment,Tier 3,496792
Farooqnagar,Bills,Tier 3,244694
Farooqnagar,Grocery,Tier 3,164870
Farooqnagar,Food,Tier 3,138942
Fatehabad,Entertainment,Tier 3,257574
Fatehabad,Food,Tier 3,219509
Fatehabad,Fuel,Tier 3,219311
Fatehabad,Grocery,Tier 3,83372
Fatehpur Sikri,Grocery,Tier 3,1040717
Fatehpur Sikri,Entertainment,Tier 3,672541
Fatehpur Sikri,Fuel,Tier 3,280407
Fatehpur Sikri,Food,Tier 3,210711
Fazilka,Food,Tier 3,14949
Firozabad,Grocery,Tier 3,706178
Firozpur,Grocery,Tier 3,235609
Firozpur,Fuel,Tier 3,67488
Firozpur,Food,Tier 3,46914
Firozpur,Entertainment,Tier 3,39780
Firozpur Cantt.,Food,Tier 3,405720
Firozpur Cantt.,Grocery,Tier 3,363755
Firozpur Cantt.,Fuel,Tier 3,227165
Firozpur Cantt.,Entertainment,Tier 3,43459
Forbesganj,Food,Tier 3,162395
Forbesganj,Entertainment,Tier 3,145080
Forbesganj,Bills,Tier 3,23956
Gadwal,Bills,Tier 3,588210
Gadwal,Fuel,Tier 3,68807
Gadwal,Entertainment,Tier 3,56041
Gangarampur,Bills,Tier 3,916932
Gangarampur,Food,Tier 3,146464
Gangarampur,Grocery,Tier 3,123800
Gangarampur,Entertainment,Tier 3,65409
Ganjbasoda,Grocery,Tier 3,173511
Ganjbasoda,Entertainment,Tier 3,50390
Gaya,Bills,Tier 3,417957
Gaya,Food,Tier 3,124582
Giridih,Bills,Tier 3,381919
Giridih,Food,Tier 3,274684
Giridih,Fuel,Tier 3,231048
Giridih,Entertainment,Tier 3,35773
Giridih,Grocery,Tier 3,24093
Goalpara,Fuel,Tier 3,298708
Goalpara,Grocery,Tier 3,204556
Goalpara,Entertainment,Tier 3,159335
Goalpara,Bills,Tier 3,133628
Gobichettipalayam,Bills,Tier 3,544059
Gobichettipalayam,Entertainment,Tier 3,462665
Gobichettipalayam,Food,Tier 3,335970
Gobindgarh,Fuel,Tier 3,462583
Gobindgarh,Food,Tier 3,328594
Gobindgarh,Entertainment,Tier 3,238498
Gobindgarh,Bills,Tier 3,127028
Godhra,Food,Tier 3,121637
Gohana,Food,Tier 3,354445
Gohana,Entertainment,Tier 3,147498
Gohana,Grocery,Tier 3,13635
Gokak,Food,Tier 3,592166
Gokak,Fuel,Tier 3,507975
Gokak,Grocery,Tier 3,291567
Gokak,Bills,Tier 3,5566
Gooty,Entertainment,Tier 3,240983
Gooty,Bills,Tier 3,139041
Gooty,Fuel,Tier 3,110529
Gooty,Grocery,Tier 3,13638
Gooty,Food,Tier 3,3495
Gopalganj,Bills,Tier 3,557834
Gopalganj,Food,Tier 3,45470
Greater Mumbai,Bills,Tier 1,153565576
Greater Mumbai,Fuel,Tier 1,116234363
Greater Mumbai,Food,Tier 1,113454201
Greater Mumbai,Grocery,Tier 1,97900607
Greater Mumbai,Entertainment,Tier 1,95596729
Gudivada,Fuel,Tier 3,258930
Gudivada,Bills,Tier 3,257570
Gudivada,Food,Tier 3,240115
Gudivada,Entertainment,Tier 3,178754
Gudivada,Grocery,Tier 3,80164
Gudur,Entertainment,Tier 3,726786
Gudur,Bills,Tier 3,239024
Gudur,Fuel,Tier 3,98161
Gudur,Food,Tier 3,18430
Gumia,Food,Tier 3,409966
Gumia,Entertainment,Tier 3,202899
Gumia,Bills,Tier 3,131691
Gumia,Grocery,Tier 3,131219
Guntakal,Food,Tier 3,121572
Guntakal,Bills,Tier 3,61223
Guntakal,Fuel,Tier 3,42091
Guntur,Grocery,Tier 3,588899
Guntur,Bills,Tier 3,321218
Guntur,Entertainment,Tier 3,61543
Gurdaspur,Bills,Tier 3,503743
Gurdaspur,Entertainment,Tier 3,175860
Gurdaspur,Food,Tier 3,70194
Gurgaon,Fuel,Tier 3,667467
Gurgaon,Entertainment,Tier 3,645428
Gurgaon,Grocery,Tier 3,530037
Gurgaon,Bills,Tier 3,116166
Guwahati,Entertainment,Tier 3,752989
Guwahati,Food,Tier 3,195631
Guwahati,Bills,Tier 3,133672
Guwahati,Grocery,Tier 3,106116
Guwahati,Fuel,Tier 3,42008
Gwalior,Bills,Tier 3,704855
Gwalior,Grocery,Tier 3,289394
Gwalior,Entertainment,Tier 3,252782
Habra,Food,Tier 3,329070
Habra,Bills,Tier 3,306025
Habra,Grocery,Tier 3,255684
Habra,Fuel,Tier 3,99556
Habra,Entertainment,Tier 3,10138
Hajipur,Entertainment,Tier 3,598893
Hajipur,Fuel,Tier 3,468633
Hajipur,Grocery,Tier 3,274051
Hajipur,Bills,Tier 3,245750
Haldwani-cum-Kathgodam,Grocery,Tier 3,482140
Haldwani-cum-Kathgodam,Food,Tier 3,309829
Haldwani-cum-Kathgodam,Entertainment,Tier 3,231252
Haldwani-cum-Kathgodam,Fuel,Tier 3,180749
Hansi,Food,Tier 3,270584
Hansi,Grocery,Tier 3,161122
Hansi,Fuel,Tier 3,113747
Hapur,Food,Tier 3,771476
Hapur,Grocery,Tier 3,172465
"Hardoi ",Grocery,Tier 3,354252
"Hardoi ",Fuel,Tier 3,72680
"Hardoi ",Entertainment,Tier 3,8807
Hardwar,Fuel,Tier 3,463453
Hardwar,Grocery,Tier 3,324952
Hardwar,Bills,Tier 3,163082
Hazaribag,Bills,Tier 3,285470
Hazaribag,Fuel,Tier 3,234488
Hazaribag,Grocery,Tier 3,137433
Hazaribag,Entertainment,Tier 3,78266
Hindupur,Entertainment,Tier 3,394371
Hindupur,Grocery,Tier 3,347947
Hindupur,Fuel,Tier 3,200464
Hindupur,Food,Tier 3,163656
Hisar,Bills,Tier 3,377727
Hisar,Entertainment,Tier 3,371796
Hisar,Fuel,Tier 3,344416
Hisar,Grocery,Tier 3,326179
Hisar,Food,Tier 3,321686
Hoshiarpur,Bills,Tier 3,292645
Hoshiarpur,Grocery,Tier 3,161392
Hoshiarpur,Fuel,Tier 3,138408
Hubli-Dharwad,Entertainment,Tier 3,628679
Hubli-Dharwad,Grocery,Tier 3,505562
Hubli-Dharwad,Food,Tier 3,201959
Hubli-Dharwad,Bills,Tier 3,40803
Hubli-Dharwad,Fuel,Tier 3,2492
Hugli-Chinsurah,Food,Tier 3,171822
Hyderabad,Grocery,Tier 1,22850970
Hyderabad,Bills,Tier 1,21048875
Hyderabad,Food,Tier 1,19698695
Hyderabad,Fuel,Tier 1,18626170
