Alappuzha,Fuel,211975,2,105987.00
Alappuzha,Grocery,200448,2,100224.00
Alappuzha,Bills,64030,1,64030.00
Alappuzha,Entertainment,20920,1,20920.00
Aligarh,Bills,651786,3,217262.00
Aligarh,Fuel,317084,3,105694.00
Aligarh,Food,250934,1,250934.00
Aligarh,Entertainment,141504,1,141504.00
Alipurduar,Food,647846,3,215948.00
Alipurduar,Fuel,230489,2,115244.00
Alipurduar,Bills,192358,1,192358.00
Alipurduar,Entertainment,100013,1,100013.00
Alirajpur,Entertainment,166684,1,166684.00
Allahabad,Grocery,589655,3,196551.00
Allahabad,Entertainment,164369,1,164369.00
Allahabad,Fuel,80107,1,80107.00
Allahabad,Bills,75904,1,75904.00
Alwar,Food,285142,1,285142.00
Alwar,Fuel,281388,1,281388.00
Alwar,Entertainment,223936,1,223936.00
Amalapuram,Grocery,750028,3,250009.00
Amalapuram,Bills,236438,2,118219.00
Amalapuram,Entertainment,98532,1,98532.00
Amalapuram,Fuel,72099,1,72099.00
Amalner,Entertainment,280729,1,280729.00
Amalner,Bills,235521,1,235521.00
Amalner,Food,210950,1,210950.00
Ambejogai,Food,552814,3,184271.00
Ambejogai,Bills,288320,1,288320.00
Ambejogai,Entertainment,156433,1,156433.00
Ambejogai,Grocery,4348,1,4348.00
Ambikapur,Bills,276978,1,276978.00
Ambikapur,Fuel,206776,2,103388.00
Ambikapur,Entertainment,165574,1,165574.00
Ambikapur,Food,104234,2,52117.00
Amravati,Bills,456902,2,228451.00
Amravati,Entertainment,442107,3,147369.00
Amravati,Grocery,150149,2,75074.00
Amravati,Food,67209,1,67209.00
Amreli,Food,418642,3,139547.00
Amreli,Entertainment,243021,2,121510.00
Amreli,Fuel,68138,1,68138.00
Amreli,Grocery,48892,2,24446.00
Amritsar,Fuel,296789,2,148394.00
Amritsar,Food,101473,1,101473.00
Amritsar,Grocery,78037,1,78037.00
Amritsar,Bills,11130,1,11130.00
Amroha,Fuel,405438,2,202719.00
Amroha,Grocery,296502,1,296502.00
Amroha,Food,129305,1,129305.00
Anakapalle,Fuel,259499,2,129749.00
Anakapalle,Grocery,232618,1,232618.00
Anakapalle,Bills,66672,1,66672.00
Anand,Fuel,251317,2,125658.00
Anand,Grocery,172712,3,57570.00
Anand,Bills,172489,1,172489.00
Anantapur,Food,544498,2,272249.00
Anantapur,Fuel,228790,1,228790.00
Anantapur,Grocery,15762,1,15762.00
Anantnag,Grocery,231604,2,115802.00
Anantnag,Food,204877,2,102438.00
Anantnag,Entertainment,73291,2,36645.00
Anjangaon,Food,531512,2,265756.00
Anjangaon,Entertainment,269444,1,269444.00
Anjangaon,Fuel,230484,1,230484.00
Anjangaon,Bills,195839,1,195839.00
Anjar,Food,207628,2,103814.00
Anjar,Grocery,179660,1,179660.00
Ankleshwar,Grocery,342689,2,171344.00
Ankleshwar,Fuel,254421,1,254421.00
Ankleshwar,Bills,87920,1,87920.00
Arakkonam,Grocery,289720,2,144860.00
Arakkonam,Bills,235338,2,117669.00
Arakkonam,Entertainment,96000,1,96000.00
Arakkonam,Food,18789,1,18789.00
Arambagh,Food,885392,5,177078.00
Arambagh,Fuel,326778,2,163389.00
Arambagh,Grocery,153655,1,153655.00
Arambagh,Entertainment,81387,2,40693.00
Araria,Entertainment,261126,2,130563.00
Araria,Food,243630,1,243630.00
Araria,Bills,220102,2,110051.00
Araria,Grocery,92842,2,46421.00
Araria,Fuel,1543,1,1543.00
Arrah,Food,428061,2,214030.00
Arrah,Entertainment,62392,1,62392.00
Arsikere,Food,548865,3,182955.00
Arsikere,Fuel,533670,2,266835.00
Arsikere,Bills,340363,2,170181.00
Arsikere,Grocery,27358,1,27358.00
Arsikere,Entertainment,17706,1,17706.00
Aruppukkottai,Entertainment,493020,2,246510.00
Aruppukkottai,Fuel,341483,2,170741.00
Arvi,Entertainment,414579,2,207289.00
Arvi,Bills,330679,2,165339.00
Arvi,Food,82377,2,41188.00
Arwal,Grocery,290949,3,96983.00
Arwal,Fuel,211109,1,211109.00
Arwal,Bills,81451,1,81451.00
Asansol,Fuel,447113,3,149037.00
Asansol,Bills,270715,1,270715.00
Asansol,Grocery,229834,1,229834.00
Asansol,Entertainment,154365,1,154365.00
Ashok Nagar,Grocery,483249,2,241624.00
Ashok Nagar,Bills,347742,2,173871.00
Ashok Nagar,Entertainment,282080,1,282080.00
Ashok Nagar,Fuel,208606,1,208606.00
Ashok Nagar,Food,161925,1,161925.00
Athni,Entertainment,576758,3,192252.00
Athni,Bills,244066,1,244066.00
Athni,Fuel,131124,2,65562.00
Attingal,Fuel,91665,1,91665.00
Attingal,Bills,26601,1,26601.00
Attingal,Food,22164,1,22164.00
Aurangabad,Entertainment,629938,4,157484.00
Aurangabad,Grocery,447686,3,149228.00
Aurangabad,Bills,385585,3,128528.00
Aurangabad,Food,242143,1,242143.00
Aurangabad,Fuel,241884,2,120942.00
Azamgarh,Entertainment,71855,1,71855.00
Azamgarh,Fuel,30349,1,30349.00
Bagaha,Entertainment,224207,1,224207.00
Bahadurgarh,Food,308414,2,154207.00
Bahadurgarh,Grocery,204794,2,102397.00
Bahadurgarh,Entertainment,102830,2,51415.00
Bahadurgarh,Bills,64787,1,64787.00
Baharampur,Food,487652,3,162550.00
Baharampur,Fuel,253458,3,84486.00
Baharampur,Grocery,238342,1,238342.00
Baharampur,Bills,89636,1,89636.00
Bahraich,Fuel,23010,1,23010.00
Bahraich,Food,1243,1,1243.00
Balaghat,Fuel,283975,1,283975.00
Balaghat,Bills,262977,2,131488.00
Balaghat,Entertainment,116077,1,116077.00
Balaghat,Grocery,107080,1,107080.00
Balangir,Food,236346,2,118173.00
Balangir,Grocery,161224,1,161224.00
Balangir,Entertainment,33358,1,33358.00
Baleshwar Town,Bills,442744,4,110686.00
Baleshwar Town,Grocery,281441,1,281441.00
Baleshwar Town,Food,169680,1,169680.00
Baleshwar Town,Fuel,110858,1,110858.00
Ballari,Fuel,453723,2,226861.00
Ballari,Food,275415,1,275415.00
Ballari,Bills,125105,1,125105.00
Ballari,Grocery,105356,1,105356.00
Balurghat,Food,293207,2,146603.00
Balurghat,Entertainment,243800,3,81266.00
Balurghat,Bills,90514,1,90514.00
Bankura,Bills,319130,2,159565.00
Bankura,Grocery,286632,1,286632.00
Bankura,Food,228038,1,228038.00
Bankura,Entertainment,28014,1,28014.00
Bapatla,Food,153626,1,153626.00
Bapatla,Grocery,88041,1,88041.00
Baramula,Grocery,577235,4,144308.00
Baramula,Fuel,527241,2,263620.00
Baramula,Entertainment,259311,1,259311.00
Baramula,Food,258551,2,129275.00
Baramula,Bills,170596,2,85298.00
Barbil,Grocery,474270,2,237135.00
Barbil,Fuel,337040,2,168520.00
Barbil,Entertainment,313307,2,156653.00
Barbil,Food,22468,1,22468.00
Bargarh,Entertainment,187593,1,187593.00
Bargarh,Grocery,181248,1,181248.00
Bargarh,Bills,76694,1,76694.00
Baripada Town,Food,432135,3,144045.00
Baripada Town,Bills,286198,2,143099.00
Baripada Town,Grocery,249463,3,83154.00
Baripada Town,Entertainment,157977,1,157977.00
Barnala,Entertainment,404734,2,202367.00
Barnala,Fuel,188207,1,188207.00
Barnala,Bills,90718,1,90718.00
Barnala,Food,59993,1,59993.00
Barpeta,Bills,335067,2,167533.00
Barpeta,Fuel,270745,2,135372.00
Barpeta,Food,224158,2,112079.00
Barpeta,Entertainment,116894,1,116894.00
Batala,Bills,442333,3,147444.00
Batala,Food,414302,2,207151.00
Batala,Grocery,287488,3,95829.00
Batala,Fuel,75547,1,75547.00
Bathinda,Bills,1014757,5,202951.00
Bathinda,Fuel,629949,3,209983.00
Bathinda,Grocery,608141,3,202713.00
Bathinda,Entertainment,514762,3,171587.00
Begusarai,Entertainment,370330,2,185165.00
Begusarai,Fuel,139827,2,69913.00
Begusarai,Grocery,12214,1,12214.00
Belagavi,Food,447017,2,223508.00
Belagavi,Bills,416342,3,138780.00
Belagavi,Grocery,292010,2,146005.00
Belagavi,Fuel,119453,2,59726.00
Belagavi,Entertainment,42684,1,42684.00
Bellampalle,Fuel,299171,1,299171.00
Bellampalle,Entertainment,297800,1,297800.00
Bellampalle,Food,214490,2,107245.00
Bellampalle,Grocery,181960,1,181960.00
Bengaluru,Bills,141499422,735,192516.00
Bengaluru,Food,123803420,805,153793.00
Bengaluru,Fuel,118066371,780,151367.00
Bengaluru,Entertainment,96061083,624,153944.00
Bengaluru,Grocery,92896443,608,152790.00
Bettiah,Fuel,286111,1,286111.00
Bettiah,Grocery,66945,1,66945.00
Bhabua,Fuel,851974,4,212993.00
Bhabua,Bills,261762,2,130881.00
Bhabua,Food,134064,1,134064.00
Bhabua,Grocery,1123,1,1123.00
Bhadrachalam,Grocery,505983,2,252991.00
Bhadrachalam,Entertainment,264639,2,132319.00
Bhadrachalam,Food,233955,1,233955.00
Bhadrachalam,Fuel,124430,1,124430.00
Bhadrachalam,Bills,4544,1,4544.00
Bhadrak,Bills,820842,4,205210.00
Bhadrak,Entertainment,411143,2,205571.00
Bhadrak,Grocery,355085,2,177542.00
Bhadrak,Fuel,248095,1,248095.00
Bhagalpur,Fuel,244504,1,244504.00
Bhagalpur,Bills,216540,1,216540.00
Bhagalpur,Food,144366,1,144366.00
Bhagalpur,Entertainment,26331,1,26331.00
Bhainsa,Food,576124,3,192041.00
Bhainsa,Grocery,264023,1,264023.00
Bhainsa,Bills,138576,1,138576.00
Bharatpur,Food,462318,2,231159.00
Bharatpur,Fuel,439033,2,219516.00
Bharatpur,Grocery,305079,2,152539.00
Bharatpur,Entertainment,219062,1,219062.00
Bharuch,Bills,421629,3,140543.00
Bharuch,Entertainment,403608,3,134536.00
Bharuch,Grocery,315663,2,157831.00
Bharuch,Food,268203,1,268203.00
Bhatapara,Food,262123,4,65530.00
Bhatapara,Bills,210437,2,105218.00
Bhavnagar,Entertainment,572901,3,190967.00
Bhavnagar,Food,157114,1,157114.00
Bhawanipatna,Bills,107284,1,107284.00
Bhawanipatna,Fuel,67062,1,67062.00
Bheemunipatnam,Bills,341105,2,170552.00
Bheemunipatnam,Grocery,297116,1,297116.00
Bheemunipatnam,Food,294678,2,147339.00
Bheemunipatnam,Entertainment,237873,1,237873.00
Bhilai Nagar,Fuel,524721,5,104944.00
Bhilai Nagar,Bills,257840,1,257840.00
Bhilai Nagar,Grocery,163034,1,163034.00
Bhilai Nagar,Entertainment,40990,1,40990.00
Bhilai Nagar,Food,19640,1,19640.00
Bhilwara,Fuel,377534,2,188767.00
Bhilwara,Food,319706,3,106568.00
Bhilwara,Grocery,226672,1,226672.00
Bhimavaram,Bills,232488,1,232488.00
Bhimavaram,Entertainment,191135,2,95567.00
Bhimavaram,Grocery,9658,1,9658.00
Bhiwandi,Grocery,215061,1,215061.00
Bhiwandi,Food,198328,1,198328.00
Bhiwandi,Fuel,142311,2,71155.00
Bhiwandi,Bills,2186,1,2186.00
Bhiwani,Fuel,132978,1,132978.00
Bhiwani,Entertainment,105180,2,52590.00
Bhiwani,Grocery,36463,2,18231.00
Bhongir,Food,502567,3,167522.00
Bhongir,Grocery,445800,3,148600.00
Bhongir,Bills,341255,2,170627.00
Bhongir,Fuel,90607,1,90607.00
Bhongir,Entertainment,45240,1,45240.00
Bhopal,Food,382458,2,191229.00
Bhopal,Entertainment,118433,1,118433.00
Bhubaneswar,Fuel,317786,3,105928.00
Bhubaneswar,Food,246728,1,246728.00
Bhubaneswar,Bills,134766,2,67383.00
Bhuj,Food,433240,2,216620.00
Bhuj,Grocery,322897,2,161448.00
Bhuj,Bills,265297,2,132648.00
Bhuj,Fuel,159589,4,39897.00
Bhuj,Entertainment,79607,1,79607.00
Bikaner,Entertainment,915159,4,228789.00
Bikaner,Grocery,319063,2,159531.00
Bikaner,Food,190845,2,95422.00
Bilaspur,Fuel,374146,2,187073.00
Bilaspur,Grocery,69069,1,69069.00
Bobbili,Food,259780,2,129890.00
Bobbili,Fuel,121304,1,121304.00
Bobbili,Grocery,111078,1,111078.00
Bodhan,Food,509989,3,169996.00
Bodhan,Entertainment,234323,1,234323.00
Bodhan,Bills,224958,2,112479.00
Bokaro Steel City,Grocery,323107,2,161553.00
Bokaro Steel City,Food,254036,1,254036.00
Bokaro Steel City,Entertainment,235325,1,235325.00
Bokaro Steel City,Bills,47305,1,47305.00
Bongaigaon City,Food,499347,3,166449.00
Bongaigaon City,Fuel,452719,2,226359.00
Bongaigaon City,Entertainment,30074,1,30074.00
Brahmapur,Grocery,207295,1,207295.00
Brahmapur,Fuel,132823,2,66411.00
Brahmapur,Bills,107106,1,107106.00
Brahmapur,Food,91909,1,91909.00
Buxar,Fuel,608173,3,202724.00
Buxar,Bills,286378,1,286378.00
Buxar,Grocery,262587,2,131293.00
Byasanagar,Food,333274,3,111091.00
Byasanagar,Bills,281085,1,281085.00
Byasanagar,Entertainment,168838,1,168838.00
Byasanagar,Fuel,147284,2,73642.00
Byasanagar,Grocery,66817,1,66817.00
Chaibasa,Bills,373156,2,186578.00
Chaibasa,Entertainment,155263,1,155263.00
Chaibasa,Grocery,68823,1,68823.00
Chaibasa,Food,66582,1,66582.00
Chalakudy,Entertainment,567873,3,189291.00
Chandausi,Food,217725,1,217725.00
Chandausi,Fuel,180756,1,180756.00
Chandausi,Entertainment,33642,1,33642.00
Chandigarh,Food,432233,2,216116.00
Changanassery,Bills,30074,1,30074.00
Charkhi Dadri,Grocery,413159,2,206579.00
Charkhi Dadri,Fuel,401645,3,133881.00
Charkhi Dadri,Bills,251612,2,125806.00
Charkhi Dadri,Food,244330,1,244330.00
Charkhi Dadri,Entertainment,148633,1,148633.00
Chatra,Grocery,468134,4,117033.00
Chatra,Bills,347260,2,173630.00
Chatra,Food,218946,2,109473.00
Chennai,Grocery,21770174,140,155501.00
Chennai,Food,20859790,149,139998.00
Chennai,Entertainment,20316575,140,145118.00
Chennai,Bills,20119771,137,146859.00
Chennai,Travel,16244039,101,160832.00
Chennai,Fuel,15420251,107,144114.00
Cherthala,Fuel,233704,2,116852.00
Cherthala,Grocery,203426,1,203426.00
Cherthala,Food,169669,1,169669.00
Chikkamagaluru,Entertainment,273502,1,273502.00
Chikkamagaluru,Food,88602,1,88602.00
Chikkamagaluru,Grocery,37097,1,37097.00
Chikkamagaluru,Bills,27923,1,27923.00
Chilakaluripet,Bills,523128,2,261564.00
Chilakaluripet,Fuel,444802,3,148267.00
Chilakaluripet,Grocery,413016,2,206508.00
Chilakaluripet,Entertainment,164363,1,164363.00
Chirala,Grocery,521910,3,173970.00
Chirala,Fuel,169300,1,169300.00
Chirala,Entertainment,144432,1,144432.00
Chirkunda,Grocery,272940,2,136470.00
Chirkunda,Entertainment,162649,2,81324.00
Chirkunda,Fuel,57026,1,57026.00
Chirmiri,Food,373318,3,124439.00
Chirmiri,Grocery,306795,2,153397.00
Chirmiri,Fuel,300212,2,150106.00
Chirmiri,Entertainment,159835,1,159835.00
Chittoor,Bills,424762,2,212381.00
Chittoor,Fuel,298583,1,298583.00
Chittoor,Entertainment,167195,1,167195.00
Chittoor,Grocery,72006,1,72006.00
Chittoor,Food,14027,1,14027.00
Chittur-Thathamangalam,Grocery,314403,2,157201.00
Chittur-Thathamangalam,Fuel,251002,4,62750.00
Chittur-Thathamangalam,Food,213274,1,213274.00
Chittur-Thathamangalam,Entertainment,23181,1,23181.00
Cuttack,Entertainment,352738,2,176369.00
Cuttack,Food,287896,2,143948.00
Cuttack,Bills,271983,1,271983.00
Dalli-Rajhara,Grocery,673475,3,224491.00
Dalli-Rajhara,Bills,563366,2,281683.00
Dalli-Rajhara,Entertainment,401235,2,200617.00
Dalli-Rajhara,Food,179072,1,179072.00
Dalli-Rajhara,Fuel,41893,1,41893.00
Darbhanga,Grocery,506943,3,168981.00
Darbhanga,Fuel,421531,4,105382.00
Darbhanga,Food,313162,2,156581.00
Darbhanga,Bills,311214,3,103738.00
Darbhanga,Entertainment,173640,1,173640.00
Darjiling,Entertainment,436913,2,218456.00
Darjiling,Food,422558,2,211279.00
Davanagere,Bills,1028651,6,171441.00
Davanagere,Food,287332,4,71833.00
Davanagere,Entertainment,202561,1,202561.00
Davanagere,Grocery,193398,1,193398.00
Deesa,Fuel,268769,1,268769.00
Deesa,Entertainment,209664,1,209664.00
Deesa,Grocery,46124,1,46124.00
Dehradun,Grocery,449051,2,224525.00
Dehradun,Entertainment,271408,2,135704.00
Dehradun,Fuel,230540,4,57635.00
Dehradun,Bills,42004,1,42004.00
Dehradun,Food,16349,1,16349.00
Dehri-on-Sone,Entertainment,535496,4,133874.00
Dehri-on-Sone,Bills,343791,2,171895.00
Dehri-on-Sone,Fuel,217356,2,108678.00
Dehri-on-Sone,Food,213138,1,213138.00
Dehri-on-Sone,Grocery,79321,1,79321.00
Delhi,Bills,140250013,701,200071.00
Delhi,Food,120130834,784,153228.00
Delhi,Fuel,115348944,782,147505.00
Delhi,Grocery,92916431,621,149623.00
Delhi,Entertainment,88282990,594,148624.00
Deoghar,Grocery,331692,2,165846.00
Deoghar,Fuel,263775,1,263775.00
Deoghar,Food,250666,1,250666.00
Deoghar,Entertainment,98270,1,98270.00
Deoghar,Bills,15394,1,15394.00
Dhamtari,Food,281971,1,281971.00
Dhamtari,Bills,141854,1,141854.00
Dhamtari,Grocery,1416,1,1416.00
Dhanbad,Grocery,245987,2,122993.00
Dhanbad,Food,227243,1,227243.00
Dhanbad,Fuel,209161,1,209161.00
Dhanbad,Bills,193173,1,193173.00
Dharmanagar,Entertainment,295395,3,98465.00
Dharmanagar,Bills,285697,1,285697.00
Dharmanagar,Food,227425,1,227425.00
Dharmanagar,Fuel,152948,2,76474.00
Dharmanagar,Grocery,44336,1,44336.00
Dharmavaram,Fuel,335568,3,111856.00
Dharmavaram,Bills,125319,1,125319.00
Dharmavaram,Grocery,38801,1,38801.00
Dhenkanal,Grocery,300810,2,150405.00
Dhenkanal,Bills,137315,1,137315.00
Dhoraji,Food,247962,2,123981.00
Dhoraji,Fuel,5159,1,5159.00
Dhubri,Entertainment,479249,2,239624.00
Dhubri,Food,314324,2,157162.00
Dhubri,Fuel,308181,2,154090.00
Dhule,Food,370189,3,123396.00
Dhule,Entertainment,270241,2,135120.00
Dhule,Grocery,231509,1,231509.00
Dhule,Fuel,90721,1,90721.00
Dhuri,Bills,464025,3,154675.00
Dhuri,Food,200373,1,200373.00
Dhuri,Fuel,120530,1,120530.00
Dhuri,Entertainment,113223,1,113223.00
Dibrugarh,Bills,473374,3,157791.00
Dibrugarh,Grocery,366084,2,183042.00
Dibrugarh,Food,289955,1,289955.00
Dimapur,Bills,297412,3,99137.00
Dimapur,Fuel,285559,2,142779.00
Dimapur,Entertainment,264269,1,264269.00
Dimapur,Food,242670,1,242670.00
Dimapur,Grocery,182010,1,182010.00
Diphu,Bills,599399,4,149849.00
Diphu,Grocery,548893,2,274446.00
Diphu,Entertainment,428590,3,142863.00
Diphu,Food,227827,1,227827.00
Diphu,Fuel,192177,2,96088.00
Dumka,Bills,335157,2,167578.00
Dumka,Entertainment,285492,2,142746.00
Dumka,Food,214565,2,107282.00
Dumka,Fuel,49824,1,49824.00
Dumraon,Entertainment,483433,2,241716.00
Dumraon,Fuel,479920,3,159973.00
Dumraon,Grocery,153498,1,153498.00
Durg,Grocery,99973,1,99973.00
Durg,Bills,91721,2,45860.00
Durg,Entertainment,48888,1,48888.00
Durg,Food,19123,1,19123.00
Eluru,Bills,345577,4,86394.00
Eluru,Fuel,139009,2,69504.00
Eluru,Grocery,81819,1,81819.00
English Bazar,Entertainment,303505,3,101168.00
English Bazar,Grocery,218823,1,218823.00
Erode,Food,906119,5,181223.00
Erode,Entertainment,253944,1,253944.00
Erode,Grocery,185589,1,185589.00
Erode,Bills,1468,1,1468.00
Etawah,Food,249463,2,124731.00
Etawah,Grocery,241284,2,120642.00
Etawah,Bills,156591,1,156591.00
Etawah,Entertainment,149131,1,149131.00
Etawah,Fuel,93385,1,93385.00
Faridabad,Bills,296249,1,296249.00
Faridabad,Fuel,281161,3,93720.00
Faridabad,Grocery,230037,3,76679.00
Faridkot,Entertainment,340547,2,170273.00
Faridkot,Grocery,275919,1,275919.00
Faridkot,Fuel,119801,2,59900.00
Farooqnagar,Entertainment,496792,3,165597.00
Farooqnagar,Bills,244694,1,244694.00
Farooqnagar,Grocery,164870,2,82435.00
Farooqnagar,Food,138942,1,138942.00
Fatehabad,Entertainment,257574,1,257574.00
Fatehabad,Food,219509,2,109754.00
Fatehabad,Fuel,219311,2,109655.00
Fatehabad,Grocery,83372,1,83372.00
Fatehpur Sikri,Grocery,1040717,5,208143.00
Fatehpur Sikri,Entertainment,672541,3,224180.00
Fatehpur Sikri,Fuel,280407,2,140203.00
Fatehpur Sikri,Food,210711,2,105355.00
Fazilka,Food,14949,1,14949.00
Firozabad,Grocery,706178,4,176544.00
Firozpur,Grocery,235609,2,117804.00
Firozpur,Fuel,67488,1,67488.00
Firozpur,Food,46914,1,46914.00
Firozpur,Entertainment,39780,1,39780.00
Firozpur Cantt.,Food,405720,2,202860.00
Firozpur Cantt.,Grocery,363755,2,181877.00
Firozpur Cantt.,Fuel,227165,2,113582.00
Firozpur Cantt.,Entertainment,43459,1,43459.00
Forbesganj,Food,162395,1,162395.00
Forbesganj,Entertainment,145080,1,145080.00
Forbesganj,Bills,23956,1,23956.00
Gadwal,Bills,588210,2,294105.00
Gadwal,Fuel,68807,1,68807.00
Gadwal,Entertainment,56041,1,56041.00
Gangarampur,Bills,916932,4,229233.00
Gangarampur,Food,146464,1,146464.00
Gangarampur,Grocery,123800,1,123800.00
Gangarampur,Entertainment,65409,1,65409.00
Ganjbasoda,Grocery,173511,1,173511.00
Ganjbasoda,Entertainment,50390,1,50390.00
Gaya,Bills,417957,2,208978.00
Gaya,Food,124582,2,62291.00
Giridih,Bills,381919,2,190959.00
Giridih,Food,274684,2,137342.00
Giridih,Fuel,231048,2,115524.00
Giridih,Entertainment,35773,1,35773.00
Giridih,Grocery,24093,1,24093.00
Goalpara,Fuel,298708,2,149354.00
Goalpara,Grocery,204556,2,102278.00
Goalpara,Entertainment,159335,1,159335.00
Goalpara,Bills,133628,1,133628.00
Gobichettipalayam,Bills,544059,4,136014.00
Gobichettipalayam,Entertainment,462665,3,154221.00
Gobichettipalayam,Food,335970,3,111990.00
Gobindgarh,Fuel,462583,3,154194.00
Gobindgarh,Food,328594,2,164297.00
Gobindgarh,Entertainment,238498,1,238498.00
Gobindgarh,Bills,127028,2,63514.00
Godhra,Food,121637,1,121637.00
Gohana,Food,354445,2,177222.00
Gohana,Entertainment,147498,1,147498.00
Gohana,Grocery,13635,1,13635.00
Gokak,Food,592166,4,148041.00
Gokak,Fuel,507975,2,253987.00
Gokak,Grocery,291567,1,291567.00
Gokak,Bills,5566,1,5566.00
Gooty,Entertainment,240983,2,120491.00
Gooty,Bills,139041,1,139041.00
Gooty,Fuel,110529,1,110529.00
Gooty,Grocery,13638,1,13638.00
Gooty,Food,3495,1,3495.00
Gopalganj,Bills,557834,3,185944.00
Gopalganj,Food,45470,1,45470.00
Greater Mumbai,Bills,153565576,728,210941.00
Greater Mumbai,Fuel,116234363,762,152538.00
Greater Mumbai,Food,113454201,742,152903.00
Greater Mumbai,Grocery,97900607,647,151314.00
Greater Mumbai,Entertainment,95596729,614,155694.00
Gudivada,Fuel,258930,1,258930.00
Gudivada,Bills,257570,1,257570.00
Gudivada,Food,240115,1,240115.00
Gudivada,Entertainment,178754,1,178754.00
Gudivada,Grocery,80164,2,40082.00
Gudur,Entertainment,726786,4,181696.00
Gudur,Bills,239024,2,119512.00
Gudur,Fuel,98161,1,98161.00
Gudur,Food,18430,1,18430.00
Gumia,Food,409966,2,204983.00
Gumia,Entertainment,202899,1,202899.00
Gumia,Bills,131691,1,131691.00
Gumia,Grocery,131219,1,131219.00
Guntakal,Food,121572,1,121572.00
Guntakal,Bills,61223,1,61223.00
Guntakal,Fuel,42091,1,42091.00
Guntur,Grocery,588899,3,196299.00
Guntur,Bills,321218,2,160609.00
Guntur,Entertainment,61543,1,61543.00
Gurdaspur,Bills,503743,2,251871.00
Gurdaspur,Entertainment,175860,1,175860.00
Gurdaspur,Food,70194,1,70194.00
Gurgaon,Fuel,667467,5,133493.00
Gurgaon,Entertainment,645428,3,215142.00
Gurgaon,Grocery,530037,3,176679.00
Gurgaon,Bills,116166,1,116166.00
Guwahati,Entertainment,752989,3,250996.00
Guwahati,Food,195631,1,195631.00
Guwahati,Bills,133672,3,44557.00
Guwahati,Grocery,106116,1,106116.00
Guwahati,Fuel,42008,1,42008.00
Gwalior,Bills,704855,4,176213.00
Gwalior,Grocery,289394,1,289394.00
Gwalior,Entertainment,252782,1,252782.00
Habra,Food,329070,4,82267.00
Habra,Bills,306025,2,153012.00
Habra,Grocery,255684,1,255684.00
Habra,Fuel,99556,1,99556.00
Habra,Entertainment,10138,1,10138.00
Hajipur,Entertainment,598893,3,199631.00
Hajipur,Fuel,468633,3,156211.00
Hajipur,Grocery,274051,1,274051.00
Hajipur,Bills,245750,1,245750.00
Haldwani-cum-Kathgodam,Grocery,482140,4,120535.00
Haldwani-cum-Kathgodam,Food,309829,2,154914.00
Haldwani-cum-Kathgodam,Entertainment,231252,3,77084.00
Haldwani-cum-Kathgodam,Fuel,180749,1,180749.00
Hansi,Food,270584,1,270584.00
Hansi,Grocery,161122,2,80561.00
Hansi,Fuel,113747,1,113747.00
Hapur,Food,771476,6,128579.00
Hapur,Grocery,172465,1,172465.00
"Hardoi ",Grocery,354252,3,118084.00
